budget,genres,movie_id,original_language,original_title,popularity,release_date,revenue,runtime,movie_name,vote_average,vote_count,Director,Producer,Actor_1,Actor_2,company_name,keyword_names
8000000,Crime|Horror|Thriller,12192,en,Pathology,9.782433,2008-04-11,0,95.0,Pathology,5.6,144,Marc Schölermann,Mark Neveldine,Milo Ventimiglia,Alyssa Milano,Lakeshore Entertainment,pathology student of medicine extortion drug use game cadaver perfect murder
80000000,Comedy|Romance|Drama,12193,en,Four Christmases,19.500893,2008-11-26,163733697,88.0,Four Christmases,5.3,331,Seth Gordon,Jonathan Glickman,Vince Vaughn,Reese Witherspoon,New Line Cinema,holiday romantic comedy dysfunctional family family relationships boyfriend girlfriend relationship christmas
80000000,Crime|Drama|Mystery|Thriller,12201,en,Edge of Darkness,24.657931,2010-01-29,74901339,117.0,Edge of Darkness,6.2,487,Martin Campbell,Michael Wearing,Mel Gibson,Ray Winstone,Icon Productions,assassination senator cover-up murder conspiracy theory police officer death of daughter homicide detective vigilantism activist
0,Action|Comedy,12207,cn,醉拳二,15.046612,1994-02-03,0,102.0,The Legend of Drunken Master,7.2,242,Liu Chia-Liang,Edward Tang,Jackie Chan,Anita Mui,Paragon Films Ltd.,china alcohol martial arts kung fu showdown parent child relationship fistfight friendship duel drinking drunken master early republican china drunken boxing
25000000,Action|Fantasy|Science Fiction,12211,en,Highlander: Endgame,11.782725,2000-09-01,15843608,87.0,Highlander: Endgame,4.4,104,Douglas Aarniokoski,William N. Panzer,Christopher Lambert,Bruce Payne,Davis-Panzer Productions,new york city loss of loved one martial arts antiquary loss of powers immortality sword fight fictional war dark fantasy warrior action hero sword and sorcery supernatural power good versus evil
14000000,Horror,12212,en,Urban Legends: Final Cut,8.885017,2000-09-19,38574362,97.0,Urban Legends: Final Cut,4.4,100,John Ottman,Neal H. Moritz,Jennifer Morrison,Matthew Davis,Original Film,movie business college snuff sequel murder urban legend serial killer slasher killer aftercreditsstinger film school
50000000,Comedy|Drama|Romance,12220,en,The Story of Us,6.22577,1999-10-13,58900031,95.0,The Story of Us,5.9,75,Rob Reiner,Alan Zweibel,Bruce Willis,Michelle Pfeiffer,Universal Pictures,love of one's life therapist psychology wedding relationship divorce
14000000,Action|Adventure|Drama|Family,12227,en,White Fang,13.13724,1991-01-18,34793160,107.0,White Fang,6.5,135,Randal Kleiser,Marykay Powell,Klaus Maria Brandauer,Ethan Hawke,Walt Disney Pictures,"based on novel or book gold treasure coffin human animal relationship friendship alaska shootout dog prospector klondike yukon, canada gold miner pets"
2000000,History|Documentary,12228,en,Inside Deep Throat,3.980072,2005-02-11,653621,92.0,Inside Deep Throat,6.8,31,Randy Barbato,Randy Barbato,Dennis Hopper,Peter Bart,,pornography 1970s sexual revolution
30000000,Action|Adventure|Animation|Science Fiction|Thriller,12244,en,9,55.806402,2009-08-19,48428063,79.0,9,6.6,1262,Shane Acker,Marci Levine,Christopher Plummer,Martin Landau,Focus Films,man vs machine hope post-apocalyptic future dystopia friendship steampunk coward end of world rag doll
14100000,Crime|Mystery|Thriller,12245,en,The Oxford Murders,9.318033,2008-01-18,0,107.0,The Oxford Murders,5.7,188,Álex de la Iglesia,Mariela Besuievski,Elijah Wood,John Hurt,La Fabrique de Films,mathematician mathematics oxford symbol triangle oxford university mass child killing
18000000,History,12246,ru,Монгол,10.1449,2007-09-20,26527510,120.0,Mongol: The Rise of Genghis Khan,6.5,158,Sergei Bodrov,Sergei Bodrov,Tadanobu Asano,Sun Honglei,Kinokompaniya CTB,mongolia genghis khan battle 12th century
0,Drama|Thriller,12247,en,Shotgun Stories,5.251143,2007-10-01,0,92.0,Shotgun Stories,6.9,57,Jeff Nichols,Paul Skidmore,Michael Shannon,Glenda Pannell,Upload Films,sibling relationship loss of loved one arkansas
15000000,Drama|Comedy|Romance,12257,en,Home Fries,3.033471,1998-11-25,10443316,93.0,Home Fries,4.8,32,Dean Parisot,Charles Newirth,Drew Barrymore,Catherine O'Hara,Warner Bros.,waitress infidelity fast food restaurant pregnancy funeral widow hamburger junk food dysfunctional family mistress pregnant woman
7000000,Drama,12271,en,Factory Girl,11.400229,2006-12-29,0,90.0,Factory Girl,6.2,81,George Hickenlooper,,Sienna Miller,Guy Pearce,The Weinstein Company,new york city alcohol infidelity artist gallery interview studio biography addiction love singer art drugs socialite warhol
25000000,Action|Comedy,12277,en,Undercover Brother,6.086083,2002-05-31,41604473,86.0,Undercover Brother,5.5,112,Malcolm D. Lee,Damon Lee,Eddie Griffin,Chris Kattan,Universal Pictures,usa president double life undercover intelligence satire partner parody interracial relationship blaxploitation cinema spoof racism world domination duringcreditsstinger
38000000,Action|Adventure|Comedy|Family|Science Fiction,12279,en,Spy Kids 3-D: Game Over,21.998734,2003-07-25,197011982,84.0,Spy Kids 3-D: Game Over,4.7,511,Robert Rodriguez,Elizabeth Avellan,Antonio Banderas,Carla Gugino,Dimension Films,video game artificial intelligence liberation child hero secret agent mission game developer trapped in a game
500000,Crime|Drama,12281,en,Mean Creek,8.519202,2004-01-15,603943,90.0,Mean Creek,6.9,106,Jacob Aaron Estes,Hagai Shaham,Rory Culkin,,Whitewater Films,"suicide alcohol birthday lake oregon, usa brother love friends prank bully drugs naked invite dare"
80341000,Adventure|Drama|Action,12289,zh,Chi bi,14.8375,2008-07-10,127814609,150.0,Red Cliff,7.1,205,John Woo,Qiang Zhang,Chang Chen,Hu Jun,Metropolitan Filmexport,china martial arts flaming arrow strategy carrier pigeon wall of fire white dove casualty of war chinese painting broken arrow 3rd century
38000000,Comedy,12312,en,Joe Somebody,5.257009,2001-12-21,0,99.0,Joe Somebody,5.5,40,John Pasquin,Kenneth Atchity,Tim Allen,Julie Bowen,Regency Enterprises,martial arts profession karate daughter promotion ex-wife parking slap
7000000,Drama,12400,en,Redbelt,5.091253,2008-04-07,0,99.0,Redbelt,6.4,76,David Mamet,,Chiwetel Ejiofor,Tim Allen,Sony Pictures Classics,movie business video surveillance sports interracial marriage car accident instructor jujitsu movie star nightstick husband life relationship set up
14000000,Thriller|Mystery|Adventure,12403,en,A Perfect Getaway,20.792603,2009-06-08,22852638,98.0,A Perfect Getaway,6.2,351,David Twohy,Ken Halsband,Milla Jovovich,Timothy Olyphant,Davis Entertainment,hawaii honeymoon double murder murder whodunit
25000000,Comedy|Drama|Romance,12404,en,Me and Orson Welles,3.593165,2009-11-25,2336172,114.0,Me and Orson Welles,6.6,49,Richard Linklater,Ann Carli,Zac Efron,Claire Danes,Isle of Man Film,new york city based on novel or book historical figure 1930s
15000000,Drama|Romance,12405,en,Slumdog Millionaire,59.258969,2008-05-12,377910544,120.0,Slumdog Millionaire,7.6,2827,Danny Boyle,Christian Colson,Dev Patel,Freida Pinto,Fox Searchlight Pictures,"slum based on novel or book cheating suspicion mumbai (bombay), india game show quiz orphan duringcreditsstinger taj mahal, india"
0,Drama,12410,en,Good,2.397987,2008-12-11,0,96.0,Good,6.3,29,Vicente Amorim,,Viggo Mortensen,Jason Isaacs,,germany nazi nazism euthanasia
45000000,Drama|War,12412,en,Miracle at St. Anna,11.387408,2008-09-15,9323833,160.0,Miracle at St. Anna,6.3,90,Spike Lee,Roberto Cicutto,Derek Luke,Michael Ealy,Rai Cinema,"black people world war ii village soldier partisan tuscany, italy"
41677699,Animation|Family,12429,ja,崖の上のポニョ,39.58676,2008-07-19,187479518,100.0,Ponyo,7.5,926,Hayao Miyazaki,Toshio Suzuki,Yuria Nara,Hiroki Doi,Studio Ghibli,fish cliff mermaid princess anime
35000000,Fantasy|Action|Adventure|Science Fiction|Thriller,12437,en,Underworld: Rise of the Lycans,51.927471,2009-01-22,91353501,92.0,Underworld: Rise of the Lycans,6.2,1428,Patrick Tatopoulos,Gary Lucchesi,Bill Nighy,Michael Sheen,Lakeshore Entertainment,prison slavery castle vampire forbidden love werewolf battle slave fictional war gothic dungeon dark fantasy aristocracy urban gothic
9000000,Comedy|Drama,12454,en,All or Nothing,2.872281,2002-05-17,0,128.0,All or Nothing,7.0,33,Mike Leigh,Simon Channing Williams,James Corden,Timothy Spall,Les Films Alain Sarde,taxi driver working class nursing home london
12000000,Comedy,12479,en,Breakfast of Champions,2.695896,1999-02-13,0,110.0,Breakfast of Champions,5.2,28,Alan Rudolph,David Blocker,Bruce Willis,Albert Finney,Hollywood Pictures,"based on novel or book husband wife relationship indiana, usa success car salesman author extramarital affair"
5000000,Action|Adventure|Horror|Thriller,12484,en,The Forsaken,2.739307,2001-04-27,0,90.0,The Forsaken,4.9,47,J.S. Cardone,Carol Kottenbrook,Kerr Smith,Brendan Fehr,Screen Gems,vampire full moon poster vampire hunter (slayer) hitchhiker homoeroticism switchblade playing chicken blood sucking traffic violation virus
0,Comedy|Documentary,12486,en,Farce of the Penguins,1.963219,2006-12-01,0,80.0,Farce of the Penguins,3.2,13,Bob Saget,Bob Saget,Samuel L. Jackson,Jim Belushi,FOTP Productions,penguin balzen mockumentary antarctica found footage
1000000,Drama,12498,en,Sling Blade,14.805264,1996-08-30,24475416,135.0,Sling Blade,7.4,231,Billy Bob Thornton,Brandon Rosser,Billy Bob Thornton,Dwight Yoakam,Miramax Films,arkansas repair shop southern death threat religious art father figure intellectual disability
0,Drama,12506,en,Cry Freedom,3.735723,1987-11-05,0,157.0,Cry Freedom,6.9,51,Richard Attenborough,Richard Attenborough,Denzel Washington,Kevin Kline,Universal Pictures,"journalist 1970s male friendship south africa apartheid biography police corruption racism based on memoir or autobiography newspaper editor cape town, south africa asylum seekers lesotho"
57000000,Music|Drama|Comedy,12508,en,Rock Star,11.60815,2001-09-04,16991902,105.0,Rock Star,6.0,190,Stephen Herek,Robert Lawrence,Mark Wahlberg,Jennifer Aniston,Bel Air Entertainment,rock star success heavy metal relationship problems
0,Drama|Romance,12509,en,Pollock,8.483531,2000-09-06,0,122.0,Pollock,6.6,91,Ed Harris,James Francis Trezza,Ed Harris,Marcia Gay Harden,Fred Berner Films,painter artist success biography relationship problems painting alcoholism falling in love expressionism 1940s art exhibition jackson pollock
3400000,Comedy|Music,12535,en,High Anxiety,5.690619,1977-12-25,31063038,94.0,High Anxiety,6.5,84,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,Twentieth Century Fox Film Corporation,industrialist vertigo hitman lighthouse spoof hitchcockian bird droppings
0,Comedy|Drama,12555,cs,Obsluhoval jsem anglického krále,2.387463,2006-12-19,0,120.0,I Served the King of England,7.0,22,Jiří Menzel,Rudolf Biermann,Ivan Barnev,Oldřich Kaiser,,"based on novel or book world war ii nazi prague, czech republic czechoslovakia sudetenland social satire waiter 1940s 1950s political repression 1930s social prejudices"
8000000,Comedy,12569,en,Extract,14.652342,2009-09-03,10848783,92.0,Extract,5.7,192,Mike Judge,John Altschuler,Jason Bateman,Mila Kunis,Miramax Films,infidelity con man thief business manufacturing industrial accident duringcreditsstinger sexless marriage misfortune
7000000,Comedy|Drama,12573,en,A Serious Man,23.612409,2009-10-02,31430334,105.0,A Serious Man,6.6,483,Ethan Coen,Ethan Coen,Michael Stuhlbarg,Richard Kind,Mike Zoss Productions,minnesota midlife crisis professor rabbi bar mitzvah dark comedy marijuana morality jewish american bribery school bus bribe aftercreditsstinger jewish family physics professor 1960s ethics transistor radio dreams nightmares flirty neighbor
0,Drama|Romance,12586,en,Bella,1.814802,2006-09-09,0,91.0,Bella,6.7,37,Alejandro Monteverde,Jason Jones,Tammy Blanchard,Angélica Aragón,Mpower Pictures,waitress beach flashback football (soccer) chance meeting
25000000,Action|Adventure|Animation|Comedy|Family|Fantasy|Science Fiction,12589,en,Jimmy Neutron: Boy Genius,12.739721,2001-12-21,80936232,83.0,Jimmy Neutron: Boy Genius,5.6,231,John A. Davis,Albie Hecht,Debi Derryberry,Megan Cavanagh,Nickelodeon Movies,showdown laser gun gi villain genius alien rescue based on cartoon miniaturization robot battle spear boy genius
33000000,Comedy|Drama,12596,en,Pushing Tin,9.060642,1999-04-23,0,124.0,Pushing Tin,5.7,116,Mike Newell,Art Linson,John Cusack,Billy Bob Thornton,Regency Enterprises,"competition airport air controller adversary long island, new york air traffic control air traffic controller"
0,Mystery|Horror|History,12602,de,Die Schlangengrube und das Pendel,1.296784,1967-10-05,0,85.0,The Torture Chamber of Dr. Sadism,6.3,12,Harald Reinl,,Lex Barker,Christopher Lee,Constantin Film Produktion,snake pit revitalization descendant count surrealism
75000000,Adventure|Animation|Action|Comedy|Family,12610,en,Osmosis Jones,10.54544,2001-08-07,13596911,95.0,Osmosis Jones,5.9,228,Peter Farrelly,Dennis Edwards,Chris Rock,Laurence Fishburne,Conundrum Entertainment,cold flu lethal virus construction worker
0,Thriller|Drama|Crime,12612,en,Freeze Frame,4.922397,2004-05-01,0,99.0,Freeze Frame,6.9,18,John Simpson,Michael Casey,Lee Evans,Sean McGinley,,loss of loved one alibi murder
64000000,Drama|Romance,12618,en,Random Hearts,4.137237,1999-10-08,74608570,133.0,Random Hearts,5.3,63,Sydney Pollack,Marykay Powell,Harrison Ford,Kristin Scott Thomas,Columbia Pictures,infidelity politician airplane crash death death of husband police sergeant death of wife
25000000,Romance|Comedy,12620,en,The House Bunny,25.838073,2008-08-22,70442940,97.0,The House Bunny,5.6,529,Fred Wolf,Jack Giarraputo,Anna Faris,Emma Stone,Columbia Pictures,virgin college pregnancy yoga bikini playboy jail sorority model car wash fraternity pledge
0,Comedy|Music,12621,en,Hamlet 2,5.293363,2008-01-21,0,92.0,Hamlet 2,6.1,56,Andrew Fleming,Leonid Rozhetskin,Steve Coogan,Catherine Keener,,music teacher musical high school satire teacher politically incorrect irreverence sweat
50000000,Comedy|Crime,12634,en,The Big Bounce,6.397388,2004-01-30,6808550,88.0,The Big Bounce,5.0,76,George Armitage,George Armitage,Owen Wilson,Morgan Freeman,Shangri-La Entertainment,hotel robbery based on novel or book judge hawaii blackmail seduction yacht waterfall delinquency safe stolen money deception skinny dipping cell phone double cross beach house elmore leonard scheming
0,Drama|Music|Romance,12637,en,"New York, New York",3.876242,1977-06-21,0,155.0,"New York, New York",6.1,67,Martin Scorsese,Robert Chartoff,Liza Minnelli,Robert De Niro,United Artists,new york city jazz saxophonist falling in love
16000000,Romance|Comedy,12657,en,Soul Plane,9.400404,2004-05-28,14822346,86.0,Soul Plane,4.7,108,Jessy Terrero,David Rubin,Tom Arnold,Kevin Hart,Metro-Goldwyn-Mayer (MGM),black people hip-hop stewardess nightclub airplane chaos champagne lawsuit crude humor airport security flight attendant
23000000,Comedy|Romance,12658,en,Someone Like You...,7.901891,2001-03-30,0,97.0,Someone Like You...,6.0,118,Tony Goldwyn,Lynda Obst,Ashley Judd,Greg Kinnear,Fox 2000 Pictures,feminism cohabitant man woman relationship man between two women romantic comedy
20000000,Drama|Western|Crime,12690,en,Appaloosa,16.074397,2008-09-12,20211394,115.0,Appaloosa,6.3,299,Ed Harris,Ginger Sledge,Viggo Mortensen,Ed Harris,New Line Cinema,small town ranch
10000000,Drama,12703,en,The Brown Bunny,3.412162,2004-08-27,0,93.0,The Brown Bunny,5.5,62,Vincent Gallo,Vincent Gallo,Vincent Gallo,Chloë Sevigny,Wild Bunch,prostitute rape drug abuse ambulance ex-girlfriend memory motorcycle driving
55000000,Action|Adventure|Comedy,12704,en,Ishtar,2.410546,1987-05-15,14375181,107.0,Ishtar,4.2,28,Elaine May,Warren Beatty,Warren Beatty,Dustin Hoffman,Columbia Pictures,morocco wilderness camel sahara desert beautiful woman singer escape woman director
30000000,Music,12763,en,Take the Lead,8.999675,2006-03-17,34742066,108.0,Take the Lead,6.6,162,Liz Friedlander,Michelle Grace,Antonio Banderas,Rob Brown,New Line Cinema,dancing master dance musical woman director
0,Action|Comedy|Drama,12770,en,Stealing Harvard,7.321181,2002-09-13,0,85.0,Stealing Harvard,4.4,46,Bruce McCulloch,Susan Cavan,Jason Lee,Tom Green,Columbia Pictures,robbery harvard university college fool studies house uncle money petty crimes
29000000,Comedy|Romance,12771,en,Serving Sara,8.93941,2002-08-20,16930185,100.0,Serving Sara,5.0,85,Reginald Hudlin,Dan Halsted,Matthew Perry,Elizabeth Hurley,Paramount Pictures,new york city texas wealth falling in love divorce pretty woman misadventure process server winery
10000000,Comedy|Romance,12779,en,Swept Away,4.570043,2002-10-11,598645,89.0,Swept Away,4.8,50,Guy Ritchie,Matthew Vaughn,Madonna,Adriano Giannini,Screen Gems,adultery island shipwreck tropical island
0,Drama|History|Romance,12783,en,The Duchess,18.591657,2008-09-05,0,110.0,The Duchess,6.7,396,Saul Dibb,Gabrielle Tana,Keira Knightley,Ralph Fiennes,BIM Distribuzione,"london, england adultery husband wife relationship infidelity duke gambling debt biography marriage crisis politics based on true story royalty unfaithfulness historical fiction period drama aristocrat 18th century duchess costume drama philanderer"
0,Comedy|Fantasy|Romance,12797,en,Ghost Town,17.98817,2008-09-19,0,102.0,Ghost Town,6.4,286,David Koepp,Joseph E. Iberti,Ricky Gervais,Greg Kinnear,DreamWorks SKG,"new york city life and death adultery bus egypt winter museum surgeon dying and death widow anti social lawyer hospital spirit doorman dentist exhibition dead man lecture great dane anthropologist talking to the dead manhattan, new york city death of husband dramedy mummified bodies patients unresolved issues bar unlikely romance misanthrope self-centered human rights lawyer"
20000000,Family|Animation,12819,en,Alpha and Omega,12.300789,2010-09-17,39300000,88.0,Alpha and Omega,5.3,124,Anthony Bell,,Hayden Panettiere,Justin Long,Lions Gate Family Entertainment,wolf arranged marriage forbidden love road trip park park ranger howling social status
11000000,Adventure,12837,en,The Secret Life of Bees,7.645979,2008-09-17,38105395,114.0,The Secret Life of Bees,7.4,158,Gina Prince-Bythewood,Joe Pichirallo,Dakota Fanning,Queen Latifah,Fox Searchlight Pictures,woman director
0,Drama,12838,fr,Chacun sa nuit,4.665026,2006-07-21,0,95.0,One to Another,5.8,12,Pascal Arnold,,Lizzie Brocheré,Arthur Dupont,Région Provence Côte d'Azur,france bisexuality musician investigation sadomasochism relationship incest lgbt
0,Drama|Thriller|Crime,12877,en,Dead Man's Shoes,12.818441,2004-09-29,0,90.0,Dead Man's Shoes,7.2,151,Shane Meadows,Mark Herbert,Paddy Considine,Gary Stretch,EM Media,drug abuse rage and hate brother bullying revenge punishment home movie footage soldier cruelty brutality cult film army veteran
2000000,Documentary,12901,en,No End in Sight,2.283796,2007-07-27,1431623,102.0,No End in Sight,7.2,23,Charles Ferguson,,Campbell Scott,Gerald Burke,,the white house occupying power iraq incompetence super power warfare
0,Drama|Family,12920,en,Dreamer: Inspired By a True Story,6.048743,2005-09-10,0,106.0,Dreamer: Inspired By a True Story,6.3,67,John Gatins,,Kurt Russell,Dakota Fanning,DreamWorks SKG,horse race parent child relationship horse kentucky sports based on true story family relationships
7000000,Adventure|Science Fiction,13001,en,Stargate: The Ark of Truth,8.591387,2008-03-11,8900000,97.0,Stargate: The Ark of Truth,6.9,140,Robert C. Cooper,Allison Volk,Ben Browder,Amanda Tapping,Metro-Goldwyn-Mayer (MGM),spacecraft wormhole space travel alien super power
7,Thriller|Action|Horror|Science Fiction|Crime,13006,en,Split Second,4.857028,1992-05-01,5,90.0,Split Second,5.7,63,Tony Maylam,Laura Gregory,Rutger Hauer,Kim Cattrall,Entertainment,"london, england coffee flooding strip club dystopia pollution futuristic serial killer cyberpunk creature police detective cult film"
0,Comedy|Documentary,13007,en,Religulous,9.774126,2008-10-01,0,101.0,Religulous,7.2,197,Larry Charles,,Bill Maher,Jose Luis De Jesus Miranda,Lions Gate Films,muslim museum rabbi interview faith atheist religion chapel catholic evolution truck driver mormon skeptic atheism creationism aftercreditsstinger
2000000,Horror|Action|Science Fiction,13025,en,Diary of the Dead,15.351412,2007-09-08,5364858,95.0,Diary of the Dead,5.4,190,George A. Romero,,Michelle Morgan,Joshua Close,Artfire Films,zombie found footage
80000000,Mystery|Thriller|Action,13027,en,Eagle Eye,46.887983,2008-09-25,178066569,118.0,Eagle Eye,6.3,1018,D.J. Caruso,Patrick Crowley,Shia LaBeouf,Michelle Monaghan,DreamWorks SKG,"artificial intelligence washington dc, usa terrorist secret identity hostage technology fbi pentagon twin brother human vs computer"
35000000,Action,13051,en,Max Payne,25.903237,2008-10-15,85416905,100.0,Max Payne,5.2,613,John Moore,Julie Yorn,Mark Wahlberg,Mila Kunis,Dune Entertainment,new york city assassin based on video game aftercreditsstinger
150000000,Animation|Family|Adventure|Comedy,13053,en,Bolt,41.845878,2008-11-21,309979994,98.0,Bolt,6.3,1750,Byron Howard,Clark Spencer,John Travolta,Miley Cyrus,Walt Disney Animation Studios,hamster human animal relationship talking dog animal cat vs dog duringcreditsstinger talking cat pets dog cat friendship animal lead
20500000,Action|Crime,13056,en,Punisher: War Zone,17.112498,2008-12-05,10089373,102.0,Punisher: War Zone,5.6,294,Lexi Alexander,Gale Anne Hurd,Ray Stevenson,Dominic West,Lionsgate,fbi broken neck wall safe trashed house military dress uniform vanity flare woman director
2600000,Action|Adventure|Comedy,13064,en,Airborne,8.001156,1993-09-17,2850263,91.0,Airborne,6.1,20,Rob Bowman,Stephen McEveety,Shane McDermott,Seth Green,,sports rollerblade
0,Comedy|Romance,13066,en,I Want Someone to Eat Cheese With,1.742383,2006-01-01,0,80.0,I Want Someone to Eat Cheese With,5.7,12,Jeff Garlin,,Jeff Garlin,Sarah Silverman,,comedian overweight man struggling actor
10000000,Romance|Comedy|Drama,13067,en,In the Land of Women,12.792446,2007-04-16,17500000,97.0,In the Land of Women,5.8,160,Jon Kasdan,Barbara Kelly,Meg Ryan,Kristen Stewart,Castle Rock Entertainment,infidelity love flashback cancer neighbor writer illness
8000000,Drama|Action|Thriller,13072,en,Brooklyn Rules,4.090382,2007-04-30,458232,99.0,Brooklyn Rules,5.8,18,Michael Corrente,,Alec Baldwin,Paulo Araujo,City Light Films,"brooklyn, new york city 1980s"
0,Drama,13074,en,Resurrecting the Champ,4.898437,2007-06-14,0,112.0,Resurrecting the Champ,5.9,60,Rod Lurie,Marc Frydman,Samuel L. Jackson,Josh Hartnett,Battleplan Productions,sports
2000000,Drama,13075,en,Sherrybaby,4.261509,2006-09-08,622806,96.0,Sherrybaby,6.3,41,Laurie Collyer,Lemore Syvan,Maggie Gyllenhaal,Michelle Hurst,Red Envelope Entertainment,new jersey ex-con heroin addict woman director mother daughter relationship
8000000,Thriller|Drama|Mystery,13079,en,The Life Before Her Eyes,9.728143,2007-09-08,0,90.0,The Life Before Her Eyes,6.1,88,Vadim Perelman,,Uma Thurman,Evan Rachel Wood,2929 Productions,high school teenage girl schoolgirl school shooting
5000000,Comedy|Drama,13090,en,Sunshine Cleaning,19.336367,2008-01-18,16174377,102.0,Sunshine Cleaning,6.5,255,Christine Jeffs,Jeb Brody,Amy Adams,Emily Blunt,Back Lot Pictures,suicide sibling relationship single parent cleaning lady new mexico family business  crime scene woman director cleaning service cleaning sister sister relationship
27000000,Comedy|Romance|Drama,13092,en,How to Lose Friends & Alienate People,16.785866,2008-10-02,17286299,110.0,How to Lose Friends & Alienate People,6.2,244,Robert B. Weide,Elizabeth Karlsen,Kelan Pannell,Janette Scott,UK Film Council,new york city journalist failure magazine based on memoir or autobiography starlet british man cult of celebrity awards show celebrity worship workplace romance celebrity interview in crowd
0,Comedy|Horror,13121,en,Teeth,7.359286,2007-01-19,0,94.0,Teeth,5.2,210,Mitchell Lichtenstein,Joyce Pierpoline,Jess Weixler,John Hensley,Teeth,sexual assault
0,Drama|Romance,13132,en,All the Real Girls,3.65924,2003-08-01,0,108.0,All the Real Girls,5.9,30,David Gordon Green,,Paul Schneider,Zooey Deschanel,Sony Pictures Classics,southern usa small town virgin clown north carolina womanizer best friend
30000000,Thriller|Crime|Drama,13150,en,Pride and Glory,10.703602,2008-09-09,31148328,130.0,Pride and Glory,6.3,240,Gavin O'Connor,Josh Fagin,Edward Norton,Jon Voight,New Line Cinema,megacity brother-in-law police
8000000,Action|Thriller,13154,en,Showdown in Little Tokyo,8.403859,1991-08-23,2275557,79.0,Showdown in Little Tokyo,5.7,95,Mark L. Lester,Martin E. Caan,Dolph Lundgren,Brandon Lee,Original Pictures,"yakuza los angeles, california samurai sword"
25000000,Adventure|Family|Fantasy,13155,en,Return to Oz,5.650125,1985-06-21,11137801,109.0,Return to Oz,6.7,120,Walter Murch,Paul Maslansky,Fairuza Balk,Nicol Williamson,Silver Screen Partners II,donkey electric shock princess sequel imaginary land mental institution pumpkin mechanical based on young adult novel mirror
0,Comedy|Drama|Family,13156,en,Secondhand Lions,15.011624,2003-09-19,0,111.0,Secondhand Lions,6.9,260,Tim McCanlies,,Michael Caine,Robert Duvall,New Line Cinema,texas lion farm eccentric money veteran uncle nephew relationship teenage protagonist
0,Animation|Comedy,13158,en,Aqua Teen Hunger Force Colon Movie Film for Theaters,1.453146,2007-04-13,0,86.0,Aqua Teen Hunger Force Colon Movie Film for Theaters,6.5,35,Matt Maiellaro,,Dana Snyder,Carey Means,Warner Bros.,africa blood splatter surrealism robot adult animation aftercreditsstinger
20000000,Comedy|Drama|Romance,13159,en,Georgia Rule,7.878177,2007-05-11,0,113.0,Georgia Rule,5.6,130,Garry Marshall,,Jane Fonda,Lindsay Lohan,Universal Pictures,sexual abuse parent child relationship grandparent grandchild relationship lie idaho family secrets alcoholism dysfunctional family promiscuity teenage girl rural area summer rebellious youth veterinary mother daughter estrangement abusive stepfather mother daughter relationship
10000000,Comedy,13160,en,Over Her Dead Body,12.067921,2008-02-01,0,95.0,Over Her Dead Body,5.3,145,Jeff Lowell,Paul Brooks,Eva Longoria,Jason Biggs,The Safran Company,diary romantic comedy death of lover spirit accidental death psychic moving on relationship sabotage
0,Comedy,13166,en,Freddy Got Fingered,8.710294,2001-04-18,0,87.0,Freddy Got Fingered,4.6,115,Tom Green,Derek Harvie,Tom Green,Rip Torn,Regency Enterprises,wheelchair satire slacker sausage crude humor dysfunctional family unemployment rumor
0,Comedy,13173,en,The Ten,3.865122,2007-08-03,0,96.0,The Ten,4.9,57,David Wain,,Paul Rudd,Adam Brody,Ascot Elite Home Entertainment,multiple storylines sabbath brain scan radiation sickness parachutist rubik's cube ventriloquist's dummy
130000000,Action|Mystery|Science Fiction,13183,en,Watchmen,64.798873,2009-03-05,185258983,163.0,Watchmen,7.0,2811,Zack Snyder,Deborah Snyder,Malin Åkerman,Billy Crudup,Paramount Pictures,nuclear war usa president secret identity mass murder soviet union narration retirement based on comic conspiracy animated scene doomsday masked vigilante doomsday clock red square death of superhero 1980s
45000000,Action|Crime|Thriller,13184,en,Bangkok Dangerous,14.813057,2008-08-21,42487390,99.0,Bangkok Dangerous,5.0,332,Oxide Pang Chun,Matt Summers,Nicolas Cage,Shahkrit Yamnarm,Virtual Studios,"assassin asia gun deaf-mute hitman bangkok, thailand thailand strip club apprentice video surveillance remake murder flashback betrayal mafia shootout boat chase explosion foot chase killer gunshot motorcycle chase crisis of conscience"
0,Animation|Family|Comedy|TV Movie,13187,en,A Charlie Brown Christmas,8.701183,1965-12-09,0,25.0,A Charlie Brown Christmas,7.5,153,Bill Melendez,,Ann Altieri,Chris Doran,Warner Bros. Home Video,holiday tree cartoon christmas
5000000,Action|Adventure|Comedy|Thriller,13191,en,"War, Inc.",6.265659,2008-04-28,1296184,106.0,"War, Inc.",5.6,86,Joshua Seftel,,John Cusack,Hilary Duff,,hitman political satire
0,Comedy|Drama,13193,en,Saved!,9.85123,2004-01-21,0,92.0,Saved!,6.3,147,Brian Dannelly,,Jena Malone,Mandy Moore,,"christianity coming out harassment baltimore, usa bible high school bullying satire evangelical coming of age loss of virginity teen movie teen comedy religious hypocrisy lgbt teen teenage pregnancy born again christian religious intolerance closeted homosexual"
8000000,Action|Crime|Drama|Mystery|Thriller,13197,en,10th & Wolf,3.942464,2006-02-19,143451,107.0,10th & Wolf,6.3,24,Robert Moresco,,James Marsden,Brian Dennehy,Thinkfilm,"philadelphia, pennsylvania undercover mafia mobster crime family"
