budget,genres,movie_id,original_language,original_title,popularity,release_date,revenue,runtime,movie_name,vote_average,vote_count,Director,Producer,Actor_1,Actor_2,company_name
30000000,Drama|History|Romance,11400,en,The New World,19.106154,2005-12-25,30536013,135.0,The New World,6.4,330,Terrence Malick,Sarah Green,Colin Farrell,Q'orianka Kilcher,New Line Cinema
0,Drama|Comedy,11404,en,Driving Lessons,7.667888,2006-04-30,0,98.0,Driving Lessons,6.3,47,Jeremy Brock,Julia Chasman,Laura Linney,Rupert Grint,
17000000,Action|Adventure|Science Fiction,11411,en,Superman IV: The Quest for Peace,17.062117,1987-07-23,19300000,90.0,Superman IV: The Quest for Peace,4.1,318,Sidney J. Furie,Yoram Globus,Christopher Reeve,Margot Kidder,Cannon Films
65000000,Crime|Action|Mystery|Thriller,11412,en,The Long Kiss Goodnight,15.858629,1996-10-11,89456761,120.0,The Long Kiss Goodnight,6.5,314,Renny Harlin,Renny Harlin,Geena Davis,Samuel L. Jackson,New Line Cinema
1650000,War|Drama|Romance,11426,en,From Here to Eternity,6.915201,1953-08-04,30500000,118.0,From Here to Eternity,7.2,133,Fred Zinnemann,E. Maurice Adler,Burt Lancaster,Montgomery Clift,Columbia Pictures Corporation
30000000,Comedy|Drama|Romance,11431,en,Fever Pitch,9.965073,2005-04-06,50451307,103.0,Fever Pitch,5.9,182,Peter Farrelly,Alan Greenspan,Drew Barrymore,Jimmy Fallon,Fox 2000 Pictures
45000000,Thriller|Mystery,11439,en,The Ghost Writer,21.118196,2010-02-12,60222298,128.0,The Ghost Writer,6.7,670,Roman Polanski,Alain Sarde,Ewan McGregor,Pierce Brosnan,Studio Babelsberg
13000000,Horror|Thriller,11442,en,Halloween: Resurrection,11.045593,2002-07-01,37664855,94.0,Halloween: Resurrection,4.5,228,Rick Rosenthal,,Jamie Lee Curtis,Brad Loree,Dimension Films
0,Comedy|Drama,11446,en,Welcome to the Dollhouse,5.870319,1995-05-24,0,88.0,Welcome to the Dollhouse,6.9,103,Todd Solondz,Todd Solondz,Heather Matarazzo,Victoria Davis,
50000000,Comedy|Family|Adventure|Fantasy|Romance,11451,en,Herbie Fully Loaded,12.050755,2005-06-22,66002004,101.0,Herbie Fully Loaded,5.1,542,Angela Robinson,Robert Simonds,Lindsay Lohan,Michael Keaton,Walt Disney Pictures
5000000,Comedy|Romance,11452,en,National Lampoon’s Van Wilder,35.108498,2002-03-29,38275483,92.0,National Lampoon’s Van Wilder,5.9,858,Walt Becker,Andrew Panay,Ryan Reynolds,Tara Reid,Tapestry Films
22000000,Comedy,11453,en,Deuce Bigalow: European Gigolo,10.259461,2005-08-06,22400154,83.0,Deuce Bigalow: European Gigolo,4.7,225,Mike Bigelow,John Schneider,Rob Schneider,Eddie Griffin,Columbia Pictures Corporation
75000000,Mystery|Thriller|Crime,11456,en,Domestic Disturbance,8.41856,2001-10-30,54249294,89.0,Domestic Disturbance,5.4,113,Harold Becker,Harold Becker,John Travolta,Vince Vaughn,Paramount Pictures
18000000,Drama,11457,en,Life as a House,5.706767,2001-10-25,0,125.0,Life as a House,7.2,120,Irwin Winkler,Rob Cowan,Kevin Kline,Kristin Scott Thomas,New Line Cinema
20000000,Drama|Thriller,11458,en,People I Know,6.377308,2002-11-21,0,100.0,People I Know,5.5,48,Daniel Algrant,Michael Nozik,Al Pacino,Kim Basinger,
35000000,Adventure|Comedy|Family,11459,en,Sky High,11.041659,2005-07-29,86369815,100.0,Sky High,5.8,550,Mike Mitchell,Andrew Gunn,Michael Angarano,Kurt Russell,Walt Disney Pictures
26000000,Horror|Thriller,11460,en,Red Eye,8.802626,2005-08-04,57891803,85.0,Red Eye,6.2,455,Wes Craven,Marianne Maddalena,Rachel McAdams,Cillian Murphy,DreamWorks SKG
0,Comedy|Romance,11467,en,America's Sweethearts,10.698929,2001-07-17,0,102.0,America's Sweethearts,5.5,252,Joe Roth,Donna Roth,Julia Roberts,Billy Crystal,Columbia Pictures
18000000,Drama|Mystery|Thriller,11468,en,Salton Sea,10.991281,2002-01-01,676698,103.0,Salton Sea,7.0,104,D.J. Caruso,Ken Aguado,Val Kilmer,Vincent D'Onofrio,Castle Rock Entertainment
0,Adventure|Comedy|Fantasy,11469,en,Black Knight,15.913783,2001-11-21,0,95.0,Black Knight,5.1,287,Gil Junger,Michael Green,Martin Lawrence,Marsha Thomason,Twentieth Century Fox Film Corporation
11000000,Horror|Science Fiction,11470,en,Jason X,11.220643,2001-07-24,16951798,91.0,Jason X,4.5,291,James Isaac,Noel Cunningham,Kane Hodder,Lexa Doig,New Line Cinema
15000000,Crime|Drama|Thriller,11478,en,The Skulls,11.375032,2000-03-31,35007180,106.0,The Skulls,5.8,156,Rob Cohen,John Pogue,Joshua Jackson,Paul Walker,Universal Pictures
15000000,Fantasy|Drama|Horror|Action|Thriller,11495,en,Firestarter,11.379652,1984-05-11,17080167,114.0,Firestarter,5.9,173,Mark L. Lester,"Frank Capra, Jr.",David Keith,Drew Barrymore,Universal Pictures
0,Drama|History,11499,en,Frost/Nixon,16.87784,2008-10-15,0,122.0,Frost/Nixon,7.2,328,Ron Howard,Ron Howard,Michael Sheen,Frank Langella,Imagine Entertainment
10000000,Crime|Mystery|Horror|Thriller,11507,en,Body Double,9.525626,1984-10-25,8801940,114.0,Body Double,6.4,137,Brian De Palma,Brian De Palma,Craig Wasson,Melanie Griffith,Columbia Pictures Corporation
26000000,Action|Crime|Drama|Western,11509,en,Silverado,10.981038,1985-07-10,0,127.0,Silverado,7.1,146,Lawrence Kasdan,Lawrence Kasdan,Kevin Kline,Scott Glenn,Columbia Pictures
35866397,Documentary,11516,fr,Le peuple migrateur,3.75074,2001-12-12,20217080,98.0,Winged Migration,7.0,49,Jacques Perrin,Christophe Barratier,Philippe Labro,Jacques Perrin,Bac Films
60000000,Action|Comedy|Crime,11517,en,Money Train,10.004564,1995-11-21,35431113,103.0,Money Train,5.4,222,Joseph Ruben,Jon Peters,Wesley Snipes,Woody Harrelson,Columbia Pictures
35000000,Action|Comedy,11519,en,1941,10.032626,1979-12-13,31755742,113.0,1941,5.6,143,Steven Spielberg,Buzz Feitshans,Dan Aykroyd,Ned Beatty,Columbia Pictures
30000000,Comedy|Romance,11529,en,Sweet Home Alabama,18.256028,2002-09-26,180622424,108.0,Sweet Home Alabama,6.0,394,Andy Tennant,Stokely Chaffin,Reese Witherspoon,Josh Lucas,Touchstone Pictures
0,Mystery|Thriller|Horror,11531,en,Book of Shadows: Blair Witch 2,3.890223,2000-10-27,0,90.0,Book of Shadows: Blair Witch 2,4.3,212,Joe Berlinger,Bill Carraro,Kim Director,Jeffrey Donovan,Artisan Entertainment
0,Action|Science Fiction|Thriller,11535,en,Rollerball,9.306253,2002-02-08,0,98.0,Rollerball,3.4,106,John McTiernan,Beau St. Clair,Chris Klein,LL Cool J,Atlas Entertainment
4000000,Drama|Action|Romance,11536,en,The Misfits,2.930058,1961-01-01,8200000,124.0,The Misfits,6.8,72,John Huston,Frank E. Taylor,Clark Gable,Marilyn Monroe,United Artists
27000000,Comedy,11543,en,Kingpin,17.329269,1996-07-04,25023434,113.0,Kingpin,6.7,244,Peter Farrelly,Steven Stabler,Woody Harrelson,Randy Quaid,Motion Picture Corporation of America
80000000,Animation|Family,11544,en,Lilo & Stitch,55.659988,2002-06-21,145771527,85.0,Lilo & Stitch,7.1,1314,Dean DeBlois,Clark Spencer,Chris Sanders,Daveigh Chase,Walt Disney Pictures
9000000,Comedy|Drama,11545,en,Rushmore,18.289303,1998-09-17,17096053,93.0,Rushmore,7.5,676,Wes Anderson,Paul Schiff,Jason Schwartzman,Olivia Williams,Touchstone Pictures
0,Comedy|Crime,11546,en,Police Academy: Mission to Moscow,11.946898,1994-06-09,126247,83.0,Police Academy: Mission to Moscow,4.1,178,Alan Metter,Paul Maslansky,George Gaynes,G. W. Bailey,Warner Bros.
40000000,Comedy|Adventure|Fantasy|Science Fiction|Action,11551,en,Small Soldiers,23.088571,1998-07-10,54682547,110.0,Small Soldiers,6.2,511,Joe Dante,Michael Finnell,Gregory Smith,Kirsten Dunst,Universal Pictures
42000000,Drama|Mystery|Thriller|Crime,11560,en,High Crimes,14.046705,2002-04-03,63781810,115.0,High Crimes,6.1,184,Carl Franklin,Jesse Beaton,Ashley Judd,Morgan Freeman,Twentieth Century Fox Film Corporation
2000000,Comedy|Romance|Science Fiction,11561,en,Sleeper,10.664202,1973-12-17,18344729,89.0,Sleeper,7.0,200,Woody Allen,Jack Grossberg,Woody Allen,Diane Keaton,Rollins-Joffe Productions
4300000,Action|Drama|Horror|Crime|Thriller,11564,en,Class of 1984,5.643023,1982-08-20,0,98.0,Class of 1984,6.2,66,Mark L. Lester,Arthur Kent,Perry King,Merrie Lynn Ross,Guerilla High Productions
40000000,Comedy|Crime,11565,en,Big Momma's House 2,17.61292,2006-01-26,138259062,99.0,Big Momma's House 2,5.4,371,John Whitesell,Michael Green,Martin Lawrence,Nia Long,Twentieth Century Fox Film Corporation
9400000,Action|Adventure|Comedy|Crime,11576,en,"It's a Mad, Mad, Mad, Mad World",14.562991,1963-11-07,60000000,163.0,"It's a Mad, Mad, Mad, Mad World",7.0,140,Stanley Kramer,Stanley Kramer,Spencer Tracy,Milton Berle,United Artists
4638783,Western,11577,en,Pat Garrett & Billy the Kid,4.495256,1973-05-23,11000000,106.0,Pat Garrett & Billy the Kid,7.2,65,Sam Peckinpah,Gordon Carroll,James Coburn,Kris Kristofferson,Metro-Goldwyn-Mayer (MGM)
6000000,Thriller|Adventure|Drama|Crime,11583,en,The First Great Train Robbery,12.434688,1979-01-25,0,110.0,The First Great Train Robbery,6.6,74,Michael Crichton,John Foreman,Sean Connery,Donald Sutherland,United Artists
14000000,Horror|Thriller|Fantasy,11586,en,Exorcist II: The Heretic,11.543363,1977-06-17,30749142,118.0,Exorcist II: The Heretic,4.5,133,John Boorman,Richard Lederer,Linda Blair,Richard Burton,Warner Bros.
8800000,Thriller|Mystery|Science Fiction,11588,en,The I Inside,3.789485,2004-01-15,0,90.0,The I Inside,5.9,62,Roland Suso Richter,,Ryan Phillippe,Sarah Polley,Miramax Films
13000000,Comedy|Crime|Horror|Thriller,11592,en,Serial Mom,6.170139,1994-04-13,7820688,95.0,Serial Mom,6.4,135,John Waters,John Fiedler,Kathleen Turner,Sam Waterston,Savoy Pictures
14000000,Horror|Thriller|Mystery|Fantasy,11596,en,New Nightmare,14.730796,1994-10-13,18090181,112.0,New Nightmare,6.4,291,Wes Craven,Marianne Maddalena,Heather Langenkamp,Robert Englund,New Line Cinema
600000,Comedy,11598,en,The Kentucky Fried Movie,10.861167,1977-08-10,0,83.0,The Kentucky Fried Movie,6.4,66,John Landis,Robert K. Weiss,Evan C. Kim,Bong Soo Han,Kentucky Fried Theatre
5000000,Drama|War,11600,en,Redacted,3.792015,2007-01-01,782102,90.0,Redacted,6.2,37,Brian De Palma,Jennifer Weiss,Izzy Diaz,Rob Devaney,HDNet Films
12000000,Horror|Mystery|Thriller,11601,en,Stir of Echoes,6.044161,1999-09-10,21133087,99.0,Stir of Echoes,6.5,330,David Koepp,Judy Hofflund,Kevin Bacon,Kathryn Erbe,Artisan Entertainment
50000000,Drama|Thriller|Crime,11615,en,The Life of David Gale,22.442241,2003-02-21,38955598,130.0,The Life of David Gale,7.3,480,Alan Parker,Alan Parker,Kevin Spacey,Kate Winslet,Mikona Productions GmbH & Co. KG
80000000,Horror|Thriller|Fantasy|Mystery,11618,en,The Haunting,19.375768,1999-07-23,91188905,113.0,The Haunting,5.2,369,Jan de Bont,Donna Roth,Liam Neeson,Catherine Zeta-Jones,DreamWorks
149000000,Adventure|Animation|Comedy|Family,11619,en,Flushed Away,22.550135,2006-10-22,64459316,85.0,Flushed Away,6.0,874,Sam Fell,Maryann Garger,Hugh Jackman,Kate Winslet,Aardman Animations
8250000,Drama|History|Romance,11620,en,Quo Vadis,7.973109,1951-11-08,30000000,171.0,Quo Vadis,7.0,63,Anthony Mann,Sam Zimbalist,Robert Taylor,Deborah Kerr,Metro-Goldwyn-Mayer (MGM)
35000000,Comedy|Romance,11622,en,Blast from the Past,8.737058,1999-02-12,40263020,112.0,Blast from the Past,6.3,245,Hugh Wilson,Hugh Wilson,Brendan Fraser,Alicia Silverstone,New Line Cinema
2000000,Comedy,11624,en,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,13.223111,1972-08-06,18016290,88.0,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,215,Woody Allen,Jack Rollins,Woody Allen,John Carradine,United Artists
52000000,Comedy|Romance,11631,en,Mamma Mia!,30.780599,2008-07-03,609841637,108.0,Mamma Mia!,6.4,1386,Phyllida Lloyd,Judy Craymer,Meryl Streep,Pierce Brosnan,Universal Pictures
23000000,Drama|Romance,11632,en,Vanity Fair,6.618149,2004-09-01,16123851,141.0,Vanity Fair,5.5,73,Mira Nair,Lydia Dean Pilcher,Reese Witherspoon,James Purefoy,Alliance Films
24000000,Comedy,11635,en,Old School,24.70166,2003-02-21,87055349,91.0,Old School,6.6,541,Todd Phillips,Joe Medjuck,Luke Wilson,Will Ferrell,DreamWorks SKG
32000000,Adventure|Comedy|Family|Romance,11637,en,Are We There Yet?,13.590677,2005-01-20,97918663,95.0,Are We There Yet?,5.2,221,Brian Levant,Matt Alvarez,Ice Cube,Nia Long,Columbia Pictures
35000000,Comedy|Romance,11638,en,Guess Who,3.74263,2005-03-25,68915888,105.0,Guess Who,5.5,225,Kevin Rodney Sullivan,Jason Goldberg,Bernie Mac,Ashton Kutcher,Columbia Pictures
18000000,Drama|Mystery|Thriller,11644,en,Blow Out,13.628601,1981-07-24,12000000,108.0,Blow Out,7.3,236,Brian De Palma,George Litto,John Travolta,Nancy Allen,Cinema 77
30000000,Comedy|Romance,11648,en,Must Love Dogs,11.120167,2005-07-21,58405313,98.0,Must Love Dogs,5.8,140,Gary David Goldberg,Gary David Goldberg,Diane Lane,John Cusack,Team Todd
0,Action|Adventure|Drama|History|War,11658,ko,태극기 휘날리며,9.572705,2004-02-05,15,140.0,Tae Guk Gi: The Brotherhood of War,7.4,133,Kang Je-gyu,Lee Se-ho,,,Showbox Entertainment
22000000,Romance|Drama|History|War|Music,11661,fr,Joyeux Noël,13.960945,2005-11-09,17709155,116.0,Joyeux Noël,7.2,212,Christian Carion,Christophe Rossignon,Diane Kruger,Natalie Dessay,Senator Film Produktion
80000000,Action|Comedy|Thriller,11665,en,Get Smart,23.496054,2008-06-19,230685453,110.0,Get Smart,6.0,1051,Peter Segal,Michael Ewing,Steve Carell,Anne Hathaway,Village Roadshow Pictures
35000000,Action|Adventure|Thriller,11667,en,Street Fighter,19.286099,1994-12-22,99423521,102.0,Street Fighter,4.1,325,Steven E. de Souza,Kenzo Tsujimoto,Jean-Claude Van Damme,Raúl Juliá,Universal Pictures
25000000,Action|Adventure|Comedy,11676,en,Nothing to Lose,8.618208,1997-07-18,0,97.0,Nothing to Lose,6.3,174,Steve Oedekerk,Michael Bregman,Tim Robbins,Martin Lawrence,Touchstone Pictures
75000000,Action|Adventure|Thriller,11678,en,Vertical Limit,13.318744,2000-12-08,215663859,124.0,Vertical Limit,5.9,283,Martin Campbell,Robert King,Chris O'Donnell,Robin Tunney,Columbia Pictures Corporation
60000000,Action|Adventure|Crime|Drama|Mystery|Thriller,11679,en,xXx: State of the Union,36.689223,2005-04-27,71073932,101.0,xXx: State of the Union,4.7,549,Lee Tamahori,Neal H. Moritz,Ice Cube,Samuel L. Jackson,Original Film
15000000,Horror,11683,en,Land of the Dead,15.262492,2005-06-24,46770602,93.0,Land of the Dead,6.0,381,George A. Romero,Peter Grunwald,Simon Baker,John Leguizamo,Universal Pictures
0,Fantasy|Comedy|Science Fiction,11687,fr,Les visiteurs,8.893676,1993-01-27,0,107.0,The Visitors,7.1,420,Jean-Marie Poiré,Alain Terzian,Jean Reno,Valérie Lemercier,Canal Plus
100000000,Adventure|Animation|Comedy|Family|Fantasy,11688,en,The Emperor's New Groove,51.113717,2000-12-09,169327687,78.0,The Emperor's New Groove,7.2,1490,Mark Dindal,Randy Fullmer,David Spade,,Walt Disney Pictures
1500000,Action,11690,en,Bloodsport,17.49699,1988-02-26,11806119,92.0,Bloodsport,6.6,363,Newt Arnold,Mark DiSalle,Jean-Claude Van Damme,Bolo Yeung,Cannon Films
100000000,Action|Comedy|Science Fiction,11692,en,The Adventures of Pluto Nash,12.092241,2002-08-15,7103973,95.0,The Adventures of Pluto Nash,4.4,142,Ron Underwood,Louis A. Stroller,Eddie Murphy,Randy Quaid,Village Roadshow Pictures
3200000,Western,11697,en,The Man Who Shot Liberty Valance,11.735287,1962-04-22,8000000,123.0,The Man Who Shot Liberty Valance,7.4,265,John Ford,John Ford,John Wayne,James Stewart,Paramount Pictures
25000000,Drama|Crime,11699,en,The Bad Lieutenant: Port of Call - New Orleans,17.339852,2009-09-11,10589102,122.0,The Bad Lieutenant: Port of Call - New Orleans,6.0,326,Werner Herzog,Gabe Polsky,,,Saturn Films
30000000,Action|Drama|Crime|Thriller,11702,en,The Replacement Killers,9.607391,1998-02-06,19204929,87.0,The Replacement Killers,6.0,127,Antoine Fuqua,Bernie Brillstein,Chow Yun-fat,Mira Sorvino,Columbia Pictures Corporation
0,Action|Comedy,11770,cn,少林足球,17.54768,2001-07-12,42776760,113.0,Shaolin Soccer,6.6,491,Stephen Chow,Kwok-fai Yeung,Stephen Chow,Ng Man-Tat,Star Overseas
60000000,Crime|Comedy|Romance,11775,en,Intolerable Cruelty,22.620125,2003-09-02,119940815,100.0,Intolerable Cruelty,5.8,391,Joel Coen,Robert Graf,George Clooney,Catherine Zeta-Jones,Imagine Entertainment
15000000,Drama|War,11778,en,The Deer Hunter,19.786392,1978-12-08,50000000,183.0,The Deer Hunter,7.8,921,Michael Cimino,John Peverall,Robert De Niro,John Cazale,Universal Pictures
28000000,Adventure,11780,en,Rob Roy,10.703456,1995-04-13,31596911,139.0,Rob Roy,6.5,148,Michael Caton-Jones,Peter Broughan,Liam Neeson,Jessica Lange,United Artists
2380000,Drama|Crime,11798,en,This Is England,8.395624,2006-09-12,8176544,101.0,This Is England,7.4,363,Shane Meadows,Mark Herbert,Thomas Turgoose,Stephen Graham,EM Media
37000000,Animation|Family,11802,en,Space Chimps,6.293217,2008-07-17,63800345,81.0,Space Chimps,5.2,99,Kirk De Micco,John H. Williams,Andy Samberg,Cheryl Hines,Starz Media
10000000,Drama|Horror|Thriller,11804,en,White Noise,14.447723,2005-01-07,91196419,101.0,White Noise,5.6,261,Geoffrey Sax,Shawn Williamson,Michael Keaton,Chandra West,Universal Pictures
43000000,Romance|Comedy,11812,en,The Sweetest Thing,18.65632,2002-04-12,68696770,84.0,The Sweetest Thing,5.3,280,Roger Kumble,Cathy Konrad,Cameron Diaz,Christina Applegate,Konrad Pictures
52000000,Action|Comedy|Fantasy,11817,en,Bulletproof Monk,15.20707,2003-03-28,0,104.0,Bulletproof Monk,5.1,278,Paul Hunter,Terence Chang,Seann William Scott,Jaime King,Metro-Goldwyn-Mayer (MGM)
10000000,Adventure|Drama|Action,11818,tr,Kurtlar vadisi - Irak,1.465762,2006-02-03,0,122.0,Valley of the Wolves: Iraq,4.3,7,Sadullah Şentürk,Raci Şaşmaz,Muhammed Necati Şaşmaz,Billy Zane,Pana Film
65000000,Drama|Romance,11820,en,Mona Lisa Smile,19.718544,2003-12-19,0,117.0,Mona Lisa Smile,6.5,393,Mike Newell,Deborah Schindler,Julia Roberts,Kirsten Dunst,Columbia Pictures
31000000,Comedy|Romance,11823,en,Wimbledon,16.736734,2004-09-13,41512007,98.0,Wimbledon,6.0,293,Richard Loncraine,Mary Richards,Kirsten Dunst,Paul Bettany,Universal Pictures
5000000,Crime|Drama|Thriller,11826,en,Sexy Beast,11.21273,2000-09-13,0,89.0,Sexy Beast,7.0,217,Jonathan Glazer,Jeremy Thomas,Ray Winstone,Ben Kingsley,Fox Searchlight Pictures
9300000,Animation|Science Fiction,11827,en,Heavy Metal,12.928269,1981-08-07,0,90.0,Heavy Metal,6.2,148,Gerald Potterton,Ivan Reitman,Rodger Bumpass,Jackie Burroughs,Canadian Film Development Corporation (CFDC)
36000000,Drama|History|Mystery,11831,en,Amistad,3.698276,1997-12-03,74000000,155.0,Amistad,6.8,316,Steven Spielberg,Debbie Allen,Morgan Freeman,Nigel Hawthorne,DreamWorks SKG
20000000,Action|Crime|Drama|Thriller,11835,en,Death Sentence,12.643703,2007-08-31,16974459,105.0,Death Sentence,6.5,297,James Wan,Karen Elise Baldwin,Kevin Bacon,Garrett Hedlund,Twentieth Century Fox Film Corporation
30000000,Animation|Comedy|Family,11836,en,The SpongeBob SquarePants Movie,27.870755,2004-11-14,140161792,87.0,The SpongeBob SquarePants Movie,6.7,574,Stephen Hillenburg,Gina Shay,Tom Kenny,Clancy Brown,Paramount Pictures
5000000,Comedy,11843,en,The Return of the Pink Panther,6.470766,1975-05-21,41833347,113.0,The Return of the Pink Panther,6.7,137,Blake Edwards,Blake Edwards,Peter Sellers,Christopher Plummer,United Artists
40000000,Comedy|War,11858,en,Renaissance Man,4.516953,1994-06-03,24332324,128.0,Renaissance Man,5.9,81,Penny Marshall,Robert Greenhut,Danny DeVito,Mark Wahlberg,Cinergi Pictures Entertainment
50000000,Action|Thriller|Mystery|Romance,11863,en,Jade,8.189406,1995-10-13,9851610,95.0,Jade,5.2,44,William Friedkin,Robert Evans,David Caruso,Linda Fiorentino,Paramount Pictures
45000000,Action|Adventure|Drama|Thriller,11866,en,Flight of the Phoenix,20.374308,2004-12-17,21009180,113.0,Flight of the Phoenix,5.7,276,John Moore,Alex Blum,Dennis Quaid,Tyrese Gibson,Twentieth Century Fox Film Corporation
15000000,Comedy|Family,11870,en,Big Fat Liar,9.125594,2002-02-08,52970014,88.0,Big Fat Liar,5.6,197,Shawn Levy,Brian Robbins,Frankie Muniz,Paul Giamatti,Universal Pictures
13800000,Drama,11873,en,The Color of Money,17.3393,1986-10-07,52293982,119.0,The Color of Money,6.7,291,Martin Scorsese,Irving Axelrad,Paul Newman,Tom Cruise,Silver Screen Partners
35000000,War|Adventure|Drama|Romance,11876,en,Le Hussard sur le toit,2.877488,1995-09-20,15000000,135.0,The Horseman on the Roof,6.7,25,Jean-Paul Rappeneau,,Juliette Binoche,Olivier Martinez,France 2 Cinéma
0,Comedy|Drama|Family|Music|Romance,11887,en,High School Musical 3: Senior Year,21.801188,2008-10-22,0,116.0,High School Musical 3: Senior Year,6.2,821,Kenny Ortega,Barry Rosenbush,Zac Efron,Vanessa Hudgens,Walt Disney Pictures
33000000,Adventure|Comedy|Family,11888,en,Snow Dogs,13.655735,2002-01-18,0,99.0,Snow Dogs,5.3,185,Brian Levant,Casey Grant,Jim Belushi,Cuba Gooding Jr.,Walt Disney Pictures
0,Drama|Romance,11889,en,Iris,2.714043,2001-12-14,0,91.0,Iris,6.2,47,Richard Eyre,Robert Fox,Judi Dench,Jim Broadbent,Miramax Films
0,Action|Comedy,11891,en,Kung Pow: Enter the Fist,8.288813,2002-01-25,0,81.0,Kung Pow: Enter the Fist,6.1,159,Steve Oedekerk,Paul Marshal,,Hui Lou Chen,Twentieth Century Fox Film Corporation
50000000,Crime|Drama|Thriller,11892,en,Murder by Numbers,16.167093,2002-04-19,56714147,120.0,Murder by Numbers,6.0,268,Barbet Schroeder,Barbet Schroeder,Sandra Bullock,Ben Chaplin,Castle Rock Entertainment
5500000,Western,11901,en,High Plains Drifter,19.127239,1973-04-19,15700000,105.0,High Plains Drifter,7.4,278,Clint Eastwood,Robert Daley,Clint Eastwood,Verna Bloom,Universal Pictures
18000000,Action|Adventure|Crime|Drama|Family|Mystery|Thriller,11904,en,Young Sherlock Holmes,8.321586,1985-12-04,0,109.0,Young Sherlock Holmes,6.7,167,Barry Levinson,Henry Winkler,Nicholas Rowe,Alan Cox,Paramount Pictures
0,Comedy|Horror,11908,en,Hatchet,12.677016,2006-04-27,0,83.0,Hatchet,5.7,159,Adam Green,Cory Neal,Joel David Moore,Tamara Feldman,ArieScope Pictures
10800000,Horror|Thriller|Crime,11917,en,Saw V,32.943848,2008-10-23,113857533,92.0,Saw V,5.9,820,David Hackl,Oren Koules,Tobin Bell,Costas Mandylor,Lionsgate
35000000,Action|Comedy|Science Fiction,11918,en,Superhero Movie,19.088655,2008-03-27,25871834,85.0,Superhero Movie,4.9,379,Craig Mazin,Craig Mazin,Drake Bell,Sara Paxton,Dimension Films
25000000,Horror|Comedy,11932,en,Bride of Chucky,14.340095,1998-10-16,50671850,89.0,Bride of Chucky,5.5,350,Ronny Yu,Grace Gilroy,Ed Gale,Jennifer Tilly,Universal Pictures
30000000,Comedy|Drama,11934,en,The Hudsucker Proxy,14.188982,1994-03-11,0,111.0,The Hudsucker Proxy,7.1,275,Joel Coen,Ethan Coen,Tim Robbins,Jennifer Jason Leigh,PolyGram Filmed Entertainment
5000000,Drama|Action|Thriller|Science Fiction,11935,en,Capricorn One,11.095219,1977-12-10,0,123.0,Capricorn One,6.4,131,Peter Hyams,Paul Lazarus III,Elliott Gould,James Brolin,Associated General Films
25000000,Fantasy|Horror|Science Fiction|Thriller,11954,en,Lifeforce,12.18362,1985-06-20,0,116.0,Lifeforce,6.2,135,Tobe Hooper,Yoram Globus,Steve Railsback,Peter Firth,TriStar Pictures
0,Comedy,11956,fr,Chacun Cherche Son Chat,1.410387,1996-04-03,0,91.0,When the Cat's Away,6.1,16,Cédric Klapisch,Manuel Munz,Garance Clavel,Zinedine Soualem,Vertigo Productions
5000000,Comedy,11959,en,UHF,4.070044,1989-07-21,0,97.0,UHF,6.7,89,Jay Levey,John W. Hyde,"""Weird Al"" Yankovic",Victoria Jackson,Orion Pictures
13000000,Crime|Action|Adventure|Drama|Western,11967,en,Young Guns,9.499325,1988-08-12,44726644,107.0,Young Guns,6.6,258,Christopher Cain,Christopher Cain,Emilio Estevez,Kiefer Sutherland,Twentieth Century Fox Film Corporation
50000000,Action|Thriller|Adventure|Crime,11968,en,Into the Blue,14.723467,2005-09-30,44434439,110.0,Into the Blue,5.8,458,John Stockwell,David Zelon,Paul Walker,Jessica Alba,Columbia Pictures Corporation
25000000,Action|Adventure|Drama|History|Western,11969,en,Tombstone,30.537845,1993-12-25,56505065,130.0,Tombstone,7.4,626,George P. Cosmatos,Bob Misiorowski,Kurt Russell,Val Kilmer,Hollywood Pictures
8000000,Drama|Comedy|Romance,11971,en,Much Ado About Nothing,10.19377,1993-05-07,0,111.0,Much Ado About Nothing,7.2,189,Kenneth Branagh,Stephen Evans,Kenneth Branagh,Richard Briers,Renaissance Films
80000000,Drama|Thriller,11973,en,Thirteen Days,18.26121,2000-12-24,34566746,145.0,Thirteen Days,6.9,189,Roger Donaldson,Peter O. Almond,Kevin Costner,Bruce Greenwood,New Line Cinema
40000000,Drama|Crime|Thriller,11975,en,The Rainmaker,12.229516,1997-11-18,45916769,135.0,The Rainmaker,6.7,235,Francis Ford Coppola,Michael Douglas,Matt Damon,Danny DeVito,Paramount Pictures
6000000,Comedy,11977,en,Caddyshack,15.929648,1980-07-25,39846344,98.0,Caddyshack,6.6,365,Harold Ramis,Douglas Kenney,Chevy Chase,Rodney Dangerfield,Orion Pictures
32000000,Drama,11978,en,Men of Honor,24.147269,2000-09-13,48814909,129.0,Men of Honor,7.0,544,"George Tillman, Jr.",Robert Teitel,Robert De Niro,Cuba Gooding Jr.,Fox 2000 Pictures
35000000,Drama|Fantasy|Horror,11979,en,Queen of the Damned,11.644243,2002-02-10,45479110,101.0,Queen of the Damned,5.4,239,Michael Rymer,Jorge Saralegui,Stuart Townsend,Aaliyah,Village Roadshow Pictures
